"assessid","stockid","country","region","area","method","method1","method2","species","comm_name","b0_true","msy_true","type","class","order","family","genus","taxa_level","linf_cm","vonb_k","winf_kg","tmax_yr","tmat_yr","m","lmat_cm","temp_c","habitat","depth_m_mid","depth_m_min","depth_m_max","comm_depth_m_min","comm_depth_m_max","troph","feeding","lme_name","fao_area","long_dd","lat_dd","lat_dd_abs","area_sqkm","n","yr1","yr2","sst_c_avg","sst_c_trend","tb_max","tb_avg","tb_trend","tb_sd_trend","catch_avg","bbmsy_n","bbmsy_avg","ffmsy_n","ffmsy_avg","r","r_se","r_lo","r_hi","k","k_se","k_lo","k_hi","betaT","betaT_se","betaT_lo","betaT_hi","betaT_inf","sigmaP","sigmaP_se","sigmaP_lo","sigmaP_hi"
"MARAM-DEEPCHAKESA-1917-2015-Rademeyer","DEEPCHAKESA","South Africa","South Africa","South Africa","Statistical catch at age model","AD-CAM","an AD-Model builder statistical Catch at Age Model","Merluccius paradoxus","Deep-water cape hake",1023000,118900,"finfish","Actinopterygii","Gadiformes","Merlucciidae","Merluccius","species",95.8697844829847,0.142764203254431,9.23330151461928,17.6695947403707,5.27175922650543,0.28714911869673,49.9428201327328,15.5148547549207,"bathydemersal",600,200,1000,400,NA,3.91,"hunting macrofauna (predator)","Benguela Current",47,19.26856335,-34.65545832,34.65545832,609628.8208,32,1983,2014,18.5764584525178,0.0134351943922705,633000,540406.25,-1868.21847507313,-0.00295137199853575,109396.875,32,0.9075,32,0.8640625,0.519241672168304,0.0487378001317119,0.4319877008363,0.624119421905266,1.42521070691964,0.0851312622044788,1.26775060739236,1.60222803071372,-0.219005323005061,0.11055328204374,-0.435689755810791,-0.00232089019933146,"negative",0.0223025626982187,0.00282891610032276,0.0173933857009275,0.0285973249521771
"CSIRO-DEEPFLATHEADSE-1978-2007-FULTON","DEEPFLATHEADSE","Australia","Australia","Southeast Australia","Integrated Analysis","SS2","Stock Synthesis v2.0 model","Platycephalus conatus","Deepwater flathead",NA,NA,"finfish","Actinopterygii","Scorpaeniformes","Platycephalidae","Platycephalus","species",48.2618377263797,0.26611480486902,0.831751775581466,10.5021077434305,3.10027636283591,0.449163102598181,25.5903474301896,17.0262153187718,"demersal",280,70,490,NA,NA,4,"hunting macrofauna (predator)","South West Australian Shelf",57,133.2361001,-35.01854884,35.01854884,205937.0325,29,1978,2006,17.3115973065266,0.00742705586170446,16500,13197.9310344828,-263.719211822658,-0.0159829825347065,698.793103448276,29,2.03137931034483,0,NA,0.327950050015748,0.0374832151725904,0.262130410223371,0.410296673375984,0.924239183354967,0.018671250947593,0.888358573340311,0.961569003422478,0.0433465547094481,0.300599005879898,-0.545827496815151,0.632520606234047,"none",0.0252065766293229,0.00332016371608776,0.0194712176652959,0.0326313185077464
"NWFSC-DKROCKPCOAST-1928-2011-STACHURA","DKROCKPCOAST","USA","US West Coast","Pacific Coast","Integrated Analysis","SS3","Stock Synthesis v3.0 model","Sebastes crameri","Darkblotched rockfish",2.92e+12,774,"finfish","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","species",43.6597484824392,0.100697373152791,1.36577163942991,59.7838277620284,11.8145499315856,0.0764015510414607,30.8220572870649,7.51687363862548,"bathydemersal",312.5,25,600,76,NA,NA,NA,"California Current",77,-121.653434,35.58321429,35.58321429,191133.7924,36,1975,2010,14.220729922176,-0.0113437794228525,19900,12742.7777777778,-371.938223938224,-0.018690363011971,749.25,36,1.05897222222222,36,0.994305555555556,0.0984486419706765,0.0121442402579532,0.077304878138528,0.125375465808282,1.37362799448981,0.11856677611613,1.15983186297295,1.62683396402787,-0.189794937453231,0.145494909179851,-0.474964959445738,0.0953750845392769,"none",0.0126178289353429,0.00150427804210358,0.00998858200727609,0.0159391600254773
"AFSC-DSOLEGA-1978-2009-STACHURA","DSOLEGA","USA","US Alaska","Gulf of Alaska","Statistical catch at age model","AD-CAM","an AD-Model builder statistical Catch at Age Model","Microstomus pacificus","Dover sole",NA,NA,"finfish","Actinopterygii","Pleuronectiformes","Pleuronectidae","Microstomus","species",45.7873448176358,0.13883966919477,1.8313993915996,47.8403530819413,11.3075239291669,0.143726560356019,31.7255597190397,12.0497886641451,"demersal",690,10,1370,NA,NA,3.34,"hunting macrofauna (predator)","Gulf of Alaska",67,-150.744994,57.70467056,57.70467056,214506.2577,25,1984,2008,7.74082070006265,0.0115833196263955,157000,115000,-3626.92307692308,-0.0231014208721215,1929.12,25,3.6964,25,0.1426076,0.011141582251523,0.0106427398818761,0.00171333093648329,0.0724523513958411,0.48622590563073,0.208113150803324,0.210136900773671,1.12505528746261,-0.0403613991782843,0.335222960974628,-0.697398402688555,0.616675604331987,"none",0.00861108954249514,0.001219625324687,0.0065237391312968,0.0113663133391003
"SWFSC-DSOLEPCOAST-1910-2011-STACHURA","DSOLEPCOAST","USA","US West Coast","Pacific Coast","Integrated Analysis","SS3","Stock Synthesis v3.0 model","Microstomus pacificus","Dover sole",469866,34757,"finfish","Actinopterygii","Pleuronectiformes","Pleuronectidae","Microstomus","species",45.7873448176358,0.13883966919477,1.8313993915996,47.8403530819413,11.3075239291669,0.143726560356019,31.7255597190397,12.0497886641451,"demersal",690,10,1370,NA,NA,3.34,"hunting macrofauna (predator)","California Current",77,-121.653434,35.58321429,35.58321429,191133.7924,51,1960,2010,14.1999052164527,-0.003651420955539,840000,710352.941176471,-2890.13574660633,-0.00344063779357896,14200.5882352941,51,3.31313725490196,51,0.157435294117647,0.0699951080973931,0.0163562243925956,0.0442749504635323,0.110656592639243,1.16800086778608,0.0987146967712093,0.98969583120184,1.37842959840741,0.0929477826535144,0.175003344298819,-0.250058772172171,0.4359543374792,"none",0.0104885901028426,0.00104564810035551,0.00862692417960158,0.0127519982852717
"AFSC-DUSROCKGA-1973-2010-STACHURA","DUSROCKGA","USA","US Alaska","Gulf of Alaska","Statistical catch at age model","AD-CAM","an AD-Model builder statistical Catch at Age Model","Sebastes variabilis","Dusky rockfish",NA,NA,"finfish","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","species",30.445375532191,0.184761945239512,0.474933756792507,38.0808829950896,7.88847270872995,0.13367267227604,23.0291507666555,11.6462412518778,"demersal",340.5,6,675,100,300,NA,NA,"Gulf of Alaska",67,-154.5662283,56.54129814,56.54129814,164872.2105,32,1977,2008,7.31244601583052,0.00418873683414579,80300,54437.5,2034.53079178881,0.0253366225627498,1986.5,32,0.9613125,32,0.618703125,0.134898988296484,0.0235246405978749,0.0958445480344297,0.18986721119367,1.44782558198046,0.193780635653008,1.11374863906011,1.88211131517613,0.126808142123276,0.184311752432279,-0.23444289264399,0.488059176890543,"none",0.0211429224207878,0.0026708212167468,0.0165058296623689,0.0270827445596755
"DFO-PAC-ESOLEHS-1944-2001-COLLIE","ESOLEHS","Canada","Canada West Coast","Hecate Strait","Statistical catch at age model","TSA","State-space catch at age time series analysis","Parophrys vetulus","English sole",NA,NA,"finfish","Actinopterygii","Pleuronectiformes","Pleuronectidae","Parophrys","species",38.0542866167395,0.259863786848491,0.346502315912635,14.9576566978595,3.22331440072436,0.285766140199128,20.630605275597,11.6318569876046,"demersal",275,0,550,NA,NA,3.39,"hunting macrofauna (predator)","Gulf of Alaska",67,-133.4605424,53.09103114,53.09103114,146949.8291,57,1944,2000,9.39098510344189,0.00756675391089087,5510,3145.78947368421,23.8844957220638,0.00433475421453063,753.315789473684,0,NA,0,NA,0.628730198875987,0.0952554903500167,0.467198067917514,0.846111510564789,1.025119206106,0.0856933783215528,0.870198005433382,1.20762100138812,-0.203410986310052,0.188260107029339,-0.572400796087556,0.165578823467453,"none",0.0929785526066906,0.00876863600314993,0.0772869300394573,0.111856056909255
"NWFSC-ESOLEPCOAST-1876-2007-BRANCH","ESOLEPCOAST","USA","US West Coast","Pacific Coast","Integrated Analysis","SS2","Stock Synthesis v2.0 model","Parophrys vetulus","English sole",36012,4252,"finfish","Actinopterygii","Pleuronectiformes","Pleuronectidae","Parophrys","species",38.0542866167395,0.259863786848491,0.346502315912635,14.9576566978595,3.22331440072436,0.285766140199128,20.630605275597,11.6318569876046,"demersal",275,0,550,NA,NA,3.39,"hunting macrofauna (predator)","California Current",77,-121.653434,35.58321429,35.58321429,191133.7924,69,1938,2006,14.2309929727822,0.000305517686276733,72800,37849.2753623188,114.899525027403,0.00157829017894784,3353.33333333333,69,2.25782608695652,69,0.451426086956522,0.190999487262654,0.02016658274145,0.155294785160195,0.234913259302074,1.21218753270351,0.119060907695378,0.999915654581771,1.46952256193691,0.0799747502897567,0.123387816906557,-0.161865370847094,0.321814871426607,"none",0.0280806352385856,0.00240508693628431,0.0237410961318709,0.0332133811776263
"AFSC-FLSOLEBSAI-1974-2010-STACHURA","FLSOLEBSAI","USA","US Alaska","Bering Sea and Aleutian Islands","Statistical catch at age model","AD-CAM","an AD-Model builder statistical Catch at Age Model","Hippoglossoides elassodon","Flathead sole",336027,83321,"finfish","Actinopterygii","Pleuronectiformes","Pleuronectidae","Hippoglossoides","species",47.8037899745529,0.135550964986655,1.0576506606248,21.7621624992762,5.69585774063077,0.228729037403943,24.9962998675448,4.8233155202801,"demersal",525,0,1050,NA,NA,3.46,"hunting macrofauna (predator)","East Bering Sea",67,-169.6963965,58.22043663,58.22043663,522367.8292,33,1977,2009,4.43059196093213,0.00237375086944829,987000,711969.696969697,20041.7780748664,0.0203057528620733,12916.0606060606,33,1.65684848484848,33,0.189160606060606,0.276547562658915,0.0351290402307005,0.215596729411468,0.354729659496023,0.97150768565321,0.024822971635225,0.924052846103998,1.0213995739125,-0.0300941178326961,0.207485908997259,-0.436766499467324,0.376578263801932,"none",0.0243057908934882,0.00301539337411985,0.0190593093695073,0.0309964783877816
"AFSC-FLSOLEGA-1978-2010-STACHURA","FLSOLEGA","USA","US Alaska","Gulf of Alaska","Statistical catch at age model","AD-CAM","an AD-Model builder statistical Catch at Age Model","Hippoglossoides elassodon","Flathead sole",NA,NA,"finfish","Actinopterygii","Pleuronectiformes","Pleuronectidae","Hippoglossoides","species",47.8037899745529,0.135550964986655,1.0576506606248,21.7621624992762,5.69585774063077,0.228729037403943,24.9962998675448,4.8233155202801,"demersal",525,0,1050,NA,NA,3.46,"hunting macrofauna (predator)","Gulf of Alaska",67,-153.6521244,57.16405451,57.16405451,255749.8769,26,1984,2009,7.27789920129073,0.00432668235021734,371000,301038.461538462,3546.32478632481,0.00955882691731755,1895.92307692308,26,2.27461538461538,26,0.0276634615384615,0.132942370977067,0.0696910299302458,0.047581537819548,0.371439739254147,0.936787132246966,0.0874600814008231,0.780135058052997,1.12489513461127,0.0248430572827614,0.431824258900429,-0.821532490162079,0.871218604727602,"none",0.0279731006163441,0.00388026780295087,0.0213139847216829,0.0367127202308665
"WGHMM-FMEG8c9a-1986-2010-NEUBAUER","FMEG8c9a","multinational","Europe (EU)","VIIIc-IXa","VPA","XSA","Extended Survivor Analysis","Lepidorhombus boscii","Fourspotted megrim",NA,NA,"finfish","Actinopterygii","Pleuronectiformes","Scophthalmidae","Lepidorhombus","species",37.2584239102591,0.186755395600397,0.496362838958438,11.5499877925772,2.56256939611766,0.382137577781844,15.9191596134701,13.9631130681123,"demersal",403.5,7,800,NA,NA,3.56,"hunting macrofauna (predator)","Iberian Coastal",27,-8.524128667,40.8046046,40.8046046,255982.9232,24,1986,2009,16.5046538526399,0.0307700486805129,8980,5667.91666666667,-145.647826086962,-0.0162191343081249,1322.75,0,NA,0,NA,0.264771007044246,0.0619378081295362,0.167396135523431,0.418789155149951,3.97157272481225,4.10345952935315,0.524177491473966,30.0916963529252,-0.257583475942936,0.186175105644712,-0.622486683006571,0.1073197311207,"none",0.0478387421392069,0.0070332706789868,0.0358619141643614,0.0638154795355519
"CSIRO-GEMFISHSE-1966-2007-FULTON","GEMFISHSE","Australia","Australia","Southeast Australia","Integrated Analysis","SS2","Stock Synthesis v2.0 model","Rexea solandri","common gemfish",NA,NA,"finfish","Actinopterygii","Perciformes","Gempylidae","Rexea","species",61.0293614329241,0.204413744652563,1.58722942917006,16.0786971568268,3.90246783369157,0.305093482545311,33.7446729797025,12.5958737451259,"benthopelagic",450,100,800,300,450,4.31,"hunting macrofauna (predator)","South West Australian Shelf",57,133.8431204,-35.30412159,35.30412159,2815653.628,39,1968,2006,18.0509587608251,0.0091469843547643,38700,15991.2820512821,-964.967611336054,-0.0249345636004148,2055.55641025641,39,0.931384615384615,0,NA,0.116576178263624,0.0332375273711313,0.0666677320181549,0.203846822550547,4.69970940491964,6.70706733595941,0.286601637622248,77.0660931107519,0.366075815592096,0.317125340342173,-0.255489851478563,0.987641482662755,"none",0.0267432588031267,0.00308566064384791,0.0213304561171422,0.033529610782033
"DFO-GHAL4RST-1970-2015-WATSON","GHAL4RST","Canada","Canada East Coast","Gulf of St. Lawrence","Survey index","SURBA","Survey based stock assessment method","Reinhardtius hippoglossoides","Greenland halibut",NA,NA,"finfish","Actinopterygii","Pleuronectiformes","Pleuronectidae","Reinhardtius","species",128.06613354588,0.0723238643020503,24.9758537138407,42.9329073181683,10.6849490627291,0.0945648244981132,64.855228949115,3.13967337022572,"benthopelagic",1100.5,1,2200,500,1000,4.09,"hunting macrofauna (predator)","Labrador - Newfoundland",21,-62.25702191,48.69307039,48.69307039,235063.4959,37,1974,2010,5.71025279008272,0.0307575586061729,446000,160916.216216216,-11802.5367472738,-0.0264630868772955,3702.16216216216,0,NA,0,NA,0.0827880683342437,0.125388746071936,0.00425339195553819,1.61138788293217,0.631744581855498,0.282157103213008,0.263245538561371,1.51607969838674,0.0509576085415662,0.387637738723852,-0.708812359357184,0.810727576440316,"none",0.083666846776272,0.00973176913486561,0.0666106184521538,0.105090470740973
"AFWG-GHALNEAR-1960-2010-NEUBAUER","GHALNEAR","multinational","Europe (non-EU)","North-East Arctic","VPA","XSA","Extended Survivor Analysis","Reinhardtius hippoglossoides","Greenland halibut",NA,NA,"finfish","Actinopterygii","Pleuronectiformes","Pleuronectidae","Reinhardtius","species",128.06613354588,0.0723238643020503,24.9758537138407,42.9329073181683,10.6849490627291,0.0945648244981132,64.855228949115,3.13967337022572,"benthopelagic",1100.5,1,2200,500,1000,4.09,"hunting macrofauna (predator)","Barents Sea",27,24.8371196,78.52684116,78.52684116,NA,46,1964,2009,1.02390067655236,0.00975732140390472,312000,128660.869565217,-2086.68516805427,-0.00668809348735343,24322.6086956522,0,NA,0,NA,0.23831236249954,0.0351121430837257,0.178538174944504,0.318098816333063,2.74941396428176,1.34866927348221,1.05121803557473,7.19096979995656,-0.427243037587762,0.26986131365343,-0.956171212348485,0.101685137172961,"none",0.0387168773068788,0.00410225818291381,0.031456424268478,0.0476531145308218
"SWFSC-GOPHERSPCOAST-1965-2005-STANTON","GOPHERSPCOAST","USA","US West Coast","Southern Pacific Coast","Integrated Analysis","SS2","Stock Synthesis v2.0 model","Sebastes carnatus","Gopher rockfish",1995,101,"finfish","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","species",38.0088829763065,0.128353478619067,0.930755733019741,45.5742238919303,9.03826338969516,0.100069344932279,26.4090407384095,10.7930228205853,"demersal",NA,NA,55,15,55,3.62,"hunting macrofauna (predator)","California Current",77,-124.7317904,39.1651994,39.1651994,163996.2477,25,1980,2004,13.0251989289334,-0.0118703213233543,3000,2390.8,67.3846153846154,0.0224615384615385,103.996,25,2.3668,0,NA,0.235404539715938,0.0714948665650853,0.129804905866232,0.426912195260014,1.13237337293027,0.116401731208228,0.925740409245507,1.38512853378255,-0.114810939886026,0.279032759651463,-0.661715148802894,0.432093269030842,"none",0.047303414437467,0.00673204483890084,0.0357890728071824,0.0625222405033556
"PFMC-GRNSTROCKPCOAST-1916-2009-STANTON","GRNSTROCKPCOAST","USA","US West Coast","Pacific Coast","Integrated Analysis","SS3","Stock Synthesis v3.0 model","Sebastes elongatus","Greenstriped rockfish",NA,803,"finfish","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","species",32.9171133278648,0.13150221189771,0.671163757803161,42.9547419250014,8.55315245064236,0.108222760472901,22.6834097534328,13.0738462400601,"demersal",225,25,425,91,366,NA,NA,"California Current",77,-119.4567138,33.07203253,33.07203253,91849.8245,40,1969,2008,15.9657842514692,0.00364653258267071,31300,26677.5,-189.727954971859,-0.00606159600549069,563.2125,40,2.6115,40,0.31693425,0.110574951485542,0.0116807636269272,0.0898953142891554,0.136011759819888,1.04366027656601,0.0237389149725818,0.99815391821817,1.09124129355345,-0.192795317168825,0.0972653683938118,-0.383435439220696,-0.00215519511695364,"negative",0.00668377997732058,0.000755988869761801,0.00535479299291306,0.00834260350388053
"DFO-HAD4X5Y-1970-2014-WATSON","HAD4X5Y","Canada","Canada East Coast","Western Scotian Shelf, Bay of Fundy and Gulf of Maine","VPA","VPA","Virtual Population Analysis","Melanogrammus aeglefinus","Haddock",NA,NA,"finfish","Actinopterygii","Gadiformes","Gadidae","Melanogrammus","species",68.3000889543129,0.238768679444594,2.83854208338114,12.8692883567812,2.58794966664935,0.354265019571743,35.1039408205086,8.67370149112102,"demersal",230,10,450,10,200,3.56,"hunting macrofauna (predator)","Northeast U.S. Continental Shelf",21,-66.07761163,42.50428266,42.50428266,214213.7395,44,1970,2013,11.6560479449232,0.0191605183055822,232000,55193.1818181818,-475.243128964064,-0.00204846176277614,12271.3636363636,0,NA,0,NA,0.60634853249661,0.152445717087653,0.370435601621801,0.992503261703655,0.452371655602816,0.0643659661463729,0.34227836548064,0.597876276829444,0.0537198536823128,0.3311425077347,-0.5953194614777,0.702759168842326,"none",0.155920260999626,0.0166559094269582,0.126465703651048,0.192234946616613
"NWWG-HADFAPL-1955-2012-CHING","HADFAPL","multinational","Europe (non-EU)","Faroe Plateau","VPA","XSA","Extended Survivor Analysis","Melanogrammus aeglefinus","Haddock",NA,35000,"finfish","Actinopterygii","Gadiformes","Gadidae","Melanogrammus","species",68.3000889543129,0.238768679444594,2.83854208338114,12.8692883567812,2.58794966664935,0.354265019571743,35.1039408205086,8.67370149112102,"demersal",230,10,450,10,200,3.56,"hunting macrofauna (predator)","Faroe Plateau",27,-9.663799238,61.60734771,61.60734771,169727.8469,54,1957,2010,9.2586357317589,0.00721164542897977,153000,87088.8888888889,-377.175528873644,-0.00246519953512186,16469.8148148148,0,NA,54,1.42622222222222,0.341693471278345,0.0951704646436756,0.19794780516814,0.589824313611723,1.28436404711255,0.309861738594511,0.800435031603397,2.06086807846346,-0.136987787132831,0.264973443688248,-0.656335736761797,0.382360162496135,"none",0.1026067295233,0.00990900708860626,0.0849124786634187,0.123988147669082
"NWWG-HADICE-1977-2012-CHING","HADICE","multinational","Europe (non-EU)","Iceland Grounds","VPA","ADAPT","A general approach to fitting VPA models. ADAPT is based on minimising the sum-of-squares over any number of indices of abundance to find best-fit parameters.","Melanogrammus aeglefinus","Haddock",NA,NA,"finfish","Actinopterygii","Gadiformes","Gadidae","Melanogrammus","species",68.3000889543129,0.238768679444594,2.83854208338114,12.8692883567812,2.58794966664935,0.354265019571743,35.1039408205086,8.67370149112102,"demersal",230,10,450,10,200,3.56,"hunting macrofauna (predator)","Iceland Shelf and Sea",27,-19.26086956,65.1086957,65.1086957,375145.124,33,1979,2011,5.94926849869943,0.0393430547618833,299000,157742.424242424,2260.26069518725,0.007559400318352,61142.4242424242,0,NA,0,NA,0.542144273475856,0.083721769966509,0.400556579983219,0.733780014985592,1.91048410282513,0.530222154403654,1.10892627016637,3.29142667582393,0.0790022333561822,0.135528254573729,-0.186633145608327,0.344637612320691,"none",0.0803476993473098,0.010018115584978,0.0629274055401389,0.102590480808681
"AFWG-HADNEAR-1947-2012-CHING","HADNEAR","multinational","Europe (non-EU)","North-East Arctic","VPA","XSA","Extended Survivor Analysis","Melanogrammus aeglefinus","Haddock",NA,NA,"finfish","Actinopterygii","Gadiformes","Gadidae","Melanogrammus","species",68.3000889543129,0.238768679444594,2.83854208338114,12.8692883567812,2.58794966664935,0.354265019571743,35.1039408205086,8.67370149112102,"demersal",230,10,450,10,200,3.56,"hunting macrofauna (predator)","Barents Sea",27,24.8371196,78.52684116,78.52684116,NA,61,1950,2010,1.00606341222415,0.00673769224857407,1210000,393293.442622951,3821.31147540985,0.00315810865736351,129031.147540984,0,NA,61,1.35313114754098,0.51875743015076,0.0580333719568255,0.416618642429915,0.645936700688788,1.3047398800697,0.178950846305149,0.997184994453418,1.70715179642009,0.492393191388925,0.331887547666097,-0.158106402036625,1.14289278481447,"none",0.0793336031163256,0.0073359695829285,0.066182812577555,0.095097508526755
"WGNSSK-HADNS-IIIa-1963-2012-CHING","HADNS-IIIa","multinational","Europe (EU)","IIIa and North Sea","VPA","XSA","Extended Survivor Analysis","Melanogrammus aeglefinus","Haddock",NA,140000,"finfish","Actinopterygii","Gadiformes","Gadidae","Melanogrammus","species",68.3000889543129,0.238768679444594,2.83854208338114,12.8692883567812,2.58794966664935,0.354265019571743,35.1039408205086,8.67370149112102,"demersal",230,10,450,10,200,3.56,"hunting macrofauna (predator)","North Sea",27,2.976898187,57.291449,57.291449,663670.5744,48,1963,2010,9.90328852746704,0.0250790282196733,6850000,1840729.16666667,-40273.9361702129,-0.00587940674017707,221443.75,0,NA,48,2.51064583333333,0.3667778571255,0.168412434936969,0.149125505080387,0.90209918420767,0.451323634213207,0.0997966352681096,0.292595081141309,0.696160106331529,-0.0812058006615518,0.370182189273862,-0.806762891638321,0.644351290315218,"none",0.174879868988162,0.017863694597355,0.143149345367643,0.213643789280155
"WGHMM-HAKENRTN-1961-2011-CHING","HAKENRTN","multinational","Europe (EU)","IIIa-IV-VI-VII-VIIIabd","Integrated Analysis","SS3","Stock Synthesis v3.0 model","Merluccius merluccius","Hake",NA,NA,"finfish","Actinopterygii","Gadiformes","Merlucciidae","Merluccius","species",81.1718242926656,0.140354937957731,3.68445733536287,12.3645372261656,3.23597042174023,0.319423285742402,33.9689489614508,13.7791176889934,"demersal",552.5,30,1075,70,400,4.43,"hunting macrofauna (predator)","Celtic-Biscay Shelf",27,-5.697268124,54.11096946,54.11096946,2093720.966,32,1978,2009,11.5498353899406,0.0415362200292186,134000,77240.625,-1418.09017595307,-0.0105827625071125,52868.75,0,NA,32,3.3425,1.02698289779927,0.0886542086773749,0.867125509194365,1.21631051236411,2.05619164892166,0.344497741436935,1.48063925538836,2.85547210889408,0.246493531112322,0.0798610270142451,0.0899659181644021,0.403021144060243,"positive",0.0781690617498535,0.00992386684718339,0.0609494179063124,0.100253659915915
"WGBFAS-HERR2532-1973-2011-NEUBAUER","HERR2532","multinational","Europe (EU)","Eastern Baltic","VPA","XSA","Extended Survivor Analysis","Clupea harengus","Herring",NA,NA,"finfish","Actinopterygii","Clupeiformes","Clupeidae","Clupea","species",30.3127375201757,0.33429255524352,0.212215158082762,12.4112762961933,4.06592570840787,0.250360616655768,25.2859880352128,8.33407524921448,"benthopelagic",182,0,364,0,200,3.28999996185303,"selective plankton feeding","Baltic Sea",27,20.46692135,59.35000075,59.35000075,348731.7381,36,1974,2009,7.48285521224481,0.0375708349454664,2960000,1484361.11111111,-68509.009009009,-0.0231449354760166,214822.222222222,0,NA,36,1.68041666666667,0.180552298703626,0.0411483712375539,0.115506987489192,0.282226497944235,1.4398495031116,0.32427457012072,0.92599980252149,2.23884128912933,-0.0189812974813092,0.207577418447358,-0.425833037638131,0.387870442675512,"none",0.0391296417384643,0.00464849167745446,0.0310015678318683,0.0493887557843651
"WGBFAS-HERR30-1972-2011-NEUBAUER","HERR30","multinational","Europe (EU)","Bothnian Sea","VPA","XSA","Extended Survivor Analysis","Clupea harengus","Herring",NA,NA,"finfish","Actinopterygii","Clupeiformes","Clupeidae","Clupea","species",30.3127375201757,0.33429255524352,0.212215158082762,12.4112762961933,4.06592570840787,0.250360616655768,25.2859880352128,8.33407524921448,"benthopelagic",182,0,364,0,200,3.28999996185303,"selective plankton feeding","Baltic Sea",27,19.55432805,61.90317484,61.90317484,64404.73583,37,1973,2009,6.24754189008507,0.0289644676576114,726000,400054.054054054,14265.2916073969,0.0196491619936596,39964.8648648649,37,2.00202702702703,37,0.754432432432432,0.288416562997592,0.0720465479710625,0.176760766945032,0.470602811070694,1.20958560790441,0.205326092739986,0.86724787151008,1.68705786536194,0.715446364857226,0.251632702894344,0.222246267184313,1.20864646253014,"positive",0.0557854715914259,0.00681193773595599,0.0439116117767145,0.0708700663619919
"DFO-HERRCC-1951-2015-WATSON","HERRCC","Canada","Canada West Coast","Central Coast","Statistical catch at age model","SCA","Statistical catch-at-age model","Clupea pallasii pallasii","Pacific herring",NA,NA,"finfish","Actinopterygii","Clupeiformes","Clupeidae","Clupea","species",29.1224117963927,0.379136758343561,0.319777639267949,11.1706455510435,3.65059185991176,0.45141288610526,22.1158852024155,10.3340970183527,"pelagic-neritic",237.5,0,475,NA,NA,3.46000003814697,"hunting macrofauna (predator)","Gulf of Alaska",67,-128.3848163,52.25856188,52.25856188,4225.257102,64,1951,2014,9.88374739947418,0.0103127325674626,135000,60976.5625,-600.002289377289,-0.00444446140279473,10216.25,0,NA,0,NA,0.408800928906663,0.0878134532895491,0.268326859308873,0.622815769935949,0.791360391538988,0.0773817423738049,0.653340497821546,0.958537349796729,-0.166805529923672,0.244688175982024,-0.646394354848439,0.312783295001096,"none",0.107002083492009,0.0094957638457175,0.0899191198823147,0.12733049307662
"NWWG-HERRIsum-1984-2011-NEUBAUER","HERRIsum","multinational","Europe (non-EU)","Iceland Grounds","VPA","NFT-ADAPT","VPA/ADPAT version 2.3.2 NOAA Fisheries","Clupea harengus","Herring",NA,NA,"finfish","Actinopterygii","Clupeiformes","Clupeidae","Clupea","species",30.3127375201757,0.33429255524352,0.212215158082762,12.4112762961933,4.06592570840787,0.250360616655768,25.2859880352128,8.33407524921448,"benthopelagic",182,0,364,0,200,3.28999996185303,"selective plankton feeding","Iceland Shelf and Sea",27,-19.26086956,65.1086957,65.1086957,375145.124,23,1987,2009,6.01740397695094,0.0526569486374822,895000,549956.52173913,17689.7233201581,0.0197650539890035,104652.173913043,0,NA,23,1.35230434782609,0.474781984787883,0.125802830861584,0.282453841780996,0.798069984312347,1.14698988545573,0.172955315543501,0.853500974791785,1.54139929091316,0.282477015336393,0.279704224250891,-0.265743264195354,0.83069729486814,"none",0.0949782499110527,0.0142842861332023,0.0707302292197247,0.127539074249893
"HAWG-HERRNIRS-1960-2010-NEUBAUER","HERRNIRS","multinational","Europe (EU)","Irish Sea","Statistical catch at age model","ICA","Integrated Catch-at-age Analysis","Clupea harengus","Herring",NA,NA,"finfish","Actinopterygii","Clupeiformes","Clupeidae","Clupea","species",30.3127375201757,0.33429255524352,0.212215158082762,12.4112762961933,4.06592570840787,0.250360616655768,25.2859880352128,8.33407524921448,"benthopelagic",182,0,364,0,200,3.28999996185303,"selective plankton feeding","Celtic-Biscay Shelf",27,-4.893519046,53.47407625,53.47407625,50130.89378,49,1961,2009,10.9702861246203,0.0233734375968268,120000,41020.4081632653,-1024.0612244898,-0.00853384353741497,8891.42857142857,0,NA,0,NA,0.286867570637304,0.0658084181370744,0.182982380729145,0.44973184169661,2.0776628569628,0.922340937910194,0.870347257821295,4.95972487810051,-0.32379502025754,0.270572508950825,-0.854117137801157,0.206527097286077,"none",0.0736025587860758,0.00750879994160477,0.0602633506747508,0.0898943818954878
